name;category;brand;price;article;description
Osculati 02.344.02 - Палубная кнопка чёрная с крышкой из нержавеющей стали 76 x 83 мм для управления якорной лебедкой;Oскулати;Бренд не указан;3 792 руб.;OS-02.344.02;Палубная кнопка Osculati 02.344.02 с чёрной кнопкой и крышкой из полированной нержавеющей стали AISI 316 предназначена для управления якорной лебёдкой. Она герметична, что позволяет устанавливать пусковые реле в сухом месте, и совместима со всеми реле из каталога, обеспечивая надёжность и долговечность в морских условиях.
Osculati 02.364.00 - MZ ELECTRONIC Kompass-8 пульт радиоуправления (передатчик + приемник);Oскулати;Бренд не указан;68 979 руб.;OS-02.364.00;Пульт радиоуправления MZ ELECTRONIC Kompass-8 от Osculati, модель 02.364.00, это передовое устройство для беспроводного управления лебедками и подруливающими винтами на судне. Он поддерживает 8 каналов передачи сигналов, что позволяет управлять двумя лебедками и двумя подруливающими винтами, обеспечивая эффективное маневрирование. Кнопка быстрого выбора позволяет активировать оба подруливающих винта одновременно для улучшения управляемости судна. Нетонущий кнопочный пульт имеет степень защиты IP67, обеспечивая надежную работу даже во влажных условиях.
Osculati 02.366.00 - Комплект дистанционного управления для лебедки, 3 кнопки;Oскулати;Бренд не указан;44 634 руб.;OS-02.366.00;Комплект дистанционного управления для лебедки Osculati 02.366.00 - это передовая система для беспроводного управления лебедкой на судне. Включает в себя пульт радиоуправления и исполнительный блок, позволяя управлять лебедкой и подруливающими устройствами с палубы. Надежные, водонепроницаемые и с радиусом действия до 40 метров, эти пульты обеспечивают безопасность и эффективность маневрирования судна в различных условиях.
Osculati 02.357.05 - 2-кнопочная клавиатура с удлиняющимся кабелем Проводной пульт управления лебедкой;Oскулати;Бренд не указан;21 441 руб.;OS-02.357.05;Пульт управления лебедкой Osculati 02.357.05 - это удобное и надежное устройство с двумя кнопками и удлиняющимся спиральным кабелем, который может достигать до 3 метров. Он обеспечивает простое управление подъемом и опусканием грузов, а также совместим с разъемами IP67, обеспечивающими защиту от воды и пыли, делая его идеальным для использования на судах.
Osculati 02.366.11 - Запасной пульт дистанционного управления, 5 кнопок;Oскулати;Osculati;20 568 руб.;OS-02.366.11;Запасной пульт дистанционного управления Osculati 02.366.11 представляет собой удобное устройство с пятью кнопками для управления лебедкой на судне. Этот пульт предназначен для использования в качестве запасного и обладает дополнительными функциями, обеспечивая расширенные возможности контроля и удобство в эксплуатации.
Osculati 02.368.01 - Универсальное устройство радиоуправления со счетчиком длины 170x80x50 мм;Oскулати;Osculati;70 600 руб.;OS-02.368.01;"Универсальное устройство радиоуправления Osculati 02.368.01 — это инновационное решение для управления различными процессами на судне. Снабженное многочисленными функциями, такими как автоматическое травление цепи, режим ""Швартовка"" и блокировка клавиатуры, оно обеспечивает надежное и удобное управление, а также отображает важные параметры, такие как скорость цепи и напряжение питания."
Osculati 02.357.04 - LEWMAR счетчик цепей с сигнализацией Ø 60 мм;Oскулати;Osculati;77 995 руб.;OS-02.357.04;Счетчик цепей LEWMAR от Osculati, модель 02.357.04, это устройство с звуковой сигнализацией, которая предупреждает о приближении якоря к месту швартовки. Он подходит как для использования с канатом и цепью, так и для цепных устройств, обеспечивая простоту установки благодаря Plug and Play кабелям. Кроме того, он поддерживает установку до двух единиц и поставляется с необходимыми комплектующими для установки с канатом и цепью.
Osculati 02.404.32 - Italwinch Smart Plus лебедка 1000 Вт 12 В - 8 мм низкая;Oскулати;Бренд не указан;176 451 руб.;OS-02.404.32;Эта лебедка Italwinch Smart Plus с мощностью 1000 Вт и напряжением 12 В идеально подходит для судов до 15 метров. Её корпус из полированной нержавеющей стали AISI 316 обеспечивает надежность и защиту от коррозии. Она может использоваться с цепями или комбинациями троса и цепи, имеет встроенный датчик для измерения длины. Водозащищенный мотор IP55 обеспечивает стабильную работу в различных условиях. С максимальным тяговым усилием до 420 кг и скоростью выбирания до 23 м/мин, она готова к различным задачам на вашем судне.
Osculati 02.404.40 - Italwinch Smart Plus лебедка 1700 Вт 24 В - 10 мм низкая;Oскулати;Бренд не указан;301 866 руб.;OS-02.404.40;Лебедка Italwinch Smart Plus 1700 Вт 24 В - 10 мм низкая - это надежное и мощное устройство для подъема и спуска якоря на судне. Ее корпус из полированной нержавеющей стали AISI 316 обеспечивает прочность и долговечность в морской среде. Она может использоваться как с цепями, так и с тросами-цепями, и рекомендуется для судов до 15 метров длиной. Встроенный датчик длины обеспечивает точное управление процессом, а влагозащищенный электромотор с защитой IP55 гарантирует надежную работу даже в сложных погодных условиях. С максимальным тяговым усилием до 720 кг и скоростью выбирания до 25 м/мин эта лебедка идеально подходит для множества морских задач.
Osculati 02.357.03 - LEWMAR AA560 счетчик цепей с расширенными функциями;Oскулати;Osculati;169 559 руб.;OS-02.357.03;"Osculati 02.357.03 - это современный счетчик цепей LEWMAR AA560, предназначенный для точного измерения длины и скорости выпуска якорной цепи. Он оснащен LCD дисплеем с подсветкой клавиш, который обеспечивает удобство использования в любых условиях освещения. Устройство включает функции блокировки для предотвращения случайных операций, предустановленной точки остановки и сигнала тревоги при приближении якоря к месту швартовки, а также функцию ""One Touch"" для автоматического выпуска и подъема якоря. Оно совместимо с системами постоянного и переменного тока, а также гидравлическими системами."
Osculati 02.366.10 - Запасной пульт дистанционного управления, 3 кнопки;Oскулати;Бренд не указан;18 050 руб.;OS-02.366.10;Запасной пульт дистанционного управления Osculati 02.366.10 - это компактное и удобное устройство с тремя кнопками, предназначенное для управления лебедкой на судне. Он обеспечивает основные функции управления и является надежным резервным средством для обеспечения безопасности и удобства в эксплуатации.
Osculati 02.401.33 - Italwinch Smart якорная лебедка 700 Вт 12 В - цепь 6 мм с барабаном;Oскулати;Бренд не указан;151 296 руб.;OS-02.401.33;Эта лебедка Italwinch Smart с мощностью 700 Вт и напряжением 12 В представляет собой надежное и эффективное устройство для управления якорными системами на судах длиной до 10 метров. Изготовленная из полированной нержавеющей стали AISI 316, она подходит для использования с цепями или тросами. Встроенный датчик позволяет удобно измерять длину выбранного троса или цепи, а влагозащищенный электромотор обеспечивает надежную работу даже в сложных условиях. Комплектуется барабаном для цепей диаметром 6 мм и тросов диаметром 12 мм, обеспечивая максимальное тяговое усилие до 750 кг и рабочую нагрузку до 100 кг. Скорость выбирания составляет 25 м/мин, что делает эту лебедку идеальным выбором для обеспечения управления и безопасности на вашем судне.
Osculati 02.404.36 - Italwinch Smart Plus лебедка 1500 Вт 12 В - 10 мм низкая;Oскулати;Бренд не указан;239 897 руб.;OS-02.404.36;Лебедка Italwinch Smart Plus 1500 Вт 12 В - 10 мм низкая – это надежное устройство для подъема и спуска якоря на судне. Ее корпус из полированной нержавеющей стали AISI 316 обеспечивает высокую прочность и устойчивость к коррозии. Способна работать с цепями или тросами-цепями, а встроенный датчик позволяет удобно контролировать выбираемую длину. Электромотор с защитой IP55 гарантирует надежную работу даже в условиях влаги. Рекомендована для судов до 15 метров длиной, делая ее идеальным решением для различных типов судов.
Osculati 02.401.25 - Italwinch Smart лебедка 1000 Вт 12 В - 8 мм низкая;Oскулати;Бренд не указан;167 064 руб.;OS-02.401.25;Лебедка Italwinch Smart 02.401.25 - это надежное устройство для управления якорными системами на судах. Она изготовлена из полированной нержавеющей стали AISI 316 и может применяться как с цепями, так и с комбинациями троса и цепи. Она обладает встроенным датчиком измерения выбранной длины и влагозащищенным электромотором. Рекомендована для судов до 10 метров.
Osculati 02.401.34 - Italwinch Smart якорная лебедка 700 Вт 12 В - цепь 8 мм, с барабаном;Oскулати;Osculati;151 296 руб.;OS-02.401.34;Эта лебедка Italwinch Smart с мощностью 700 Вт и 12 В представляет собой надежное устройство для поднятия и спуска цепей или тросов на судах длиной до 10 метров. Ее корпус изготовлен из полированной нержавеющей стали AISI 316, обеспечивая прочность и защиту от влаги. Встроенный датчик позволяет удобно измерять выбранную длину, а степень защиты IP67 гарантирует надежную работу в самых различных условиях.
Osculati 02.404.44 - Italwinch Smart Plus лебедка 1000 Вт 24 В - цепь 8 мм, с барабаном;Oскулати;Бренд не указан;193 720 руб.;OS-02.404.44;Italwinch Smart Plus лебедка 1000 Вт 24 В - цепь 8 мм, с барабаном - это устройство высокой производительности для подъема и спуска якоря на судне. Ее корпус из полированной нержавеющей стали AISI 316 обеспечивает прочность и защиту от коррозии в морской среде. С рекомендованной нагрузкой до 140 кг и скоростью выбирания до 23 м/мин, она идеально подходит для судов до 15 метров длиной. Оборудована встроенным датчиком длины и влагозащищенным электромотором, что обеспечивает надежную работу в различных условиях.
Osculati 02.401.31 - Italwinch Smart якорная лебедка 500 Вт 12 В - цепь 6 мм, с барабаном;Oскулати;Osculati;141 160 руб.;OS-02.401.31;"Italwinch Smart якорная лебедка 500 Вт 12 В - цепь 6 мм, с барабаном, представляет собой надежное и универсальное решение для якорения судов до 10 метров. Изготовленная из полированной нержавеющей стали AISI 316, она обеспечивает прочность и долговечность при использовании как с цепями, так и с комбинациями троса и цепи. Встроенный датчик для измерения выбранной длины цепи или троса и влагозащищенный электромотор с высокой степенью защиты IP67 обеспечивают удобство и надежность в эксплуатации. Модификация ""Высокий"" включает барабан и турачку для дополнительного удобства."
Osculati 02.401.21 - Italwinch Smart лебедка 500 Вт 12 В - 6 мм низкая;Oскулати;Бренд не указан;123 529 руб.;OS-02.401.21;Лебедка Italwinch Smart 02.401.21 - это надежное устройство для управления якорными системами на судах до 10 метров длиной. Изготовлена из полированной нержавеющей стали, она обладает высокой коррозионной стойкостью и может использоваться как с цепями, так и с тросами. Встроенный датчик измеряет выбранную длину, а влагозащищенный электромотор гарантирует надежную работу в различных условиях.
Osculati 02.401.35 - Italwinch Smart якорная лебедка 1000 Вт 12 В - цепь 8 мм, с барабаном;Oскулати;Бренд не указан;182 081 руб.;OS-02.401.35;Эта лебедка Italwinch Smart с мощностью 1000 Вт и 12 В предназначена для использования на судах длиной до 10 метров. Ее корпус выполнен из полированной нержавеющей стали AISI 316, обеспечивая надежность и защиту от влаги. Встроенный датчик позволяет удобно измерять выбранную длину, а влагозащищенный электромотор с степенью защиты IP67 обеспечивает надежную работу в самых различных условиях.
Osculati 02.404.38 -  Italwinch Smart Plus лебедка 1500 Вт 24 В - 10 мм низкая;Oскулати;Бренд не указан;247 028 руб.;OS-02.404.38;Лебедка Italwinch Smart Plus 1500 Вт 24 В - 10 мм низкая - это надежное устройство для подъема и опускания якоря на судне. Ее корпус из полированной нержавеющей стали AISI 316 обеспечивает прочность и защиту от коррозии в морской среде. Она предназначена для использования с цепями или комбинированными тросами-цепями и рекомендована для судов до 15 метров длиной. Встроенный датчик измеряет выбранную длину, а влагозащищенный электромотор с защитой IP55 обеспечивает надежную работу в различных погодных условиях.
Osculati 02.402.03 - Italwinch Smart V лебедка 800 Вт 12 В - 8 мм ISO низкий;Oскулати;Бренд не указан;174 347 руб.;OS-02.402.03;Эта лебедка Italwinch Smart V 800 Вт 12 В - 8 мм ISO низкий представляет собой надежное и удобное устройство для управления якорными системами на судах. Ее корпус изготовлен из прочной нержавеющей стали, что обеспечивает долговечность и защиту от коррозии. С вертикальной осью для удобного монтажа, встроенным датчиком выбираемой длины и влагозащищенным электромотором IP67, она идеально подходит для судов длиной до 8 метров. С максимальным тяговым усилием до 315 кг и скоростью выбирания 25 м/мин, она обеспечивает эффективное и надежное управление якорными системами.
Osculati 02.404.50 - Italwinch Smart Plus лебедка 1700 Вт 24 В - цепь 10 мм, с барабаном;Oскулати;Бренд не указан;313 138 руб.;OS-02.404.50;Italwinch Smart Plus лебедка 1700 Вт 24 В - цепь 10 мм, с барабаном, представляет собой надежное и мощное устройство для подъема и опускания якоря на судне. Ее корпус из полированной нержавеющей стали AISI 316 обеспечивает высокую прочность и защиту от коррозии в морской среде. С возможностью использования как с цепями, так и с комбинациями трос-цепь, она является универсальным решением для различных типов судов. Оборудованная встроенным датчиком измерения выбранной длины и влагозащищенным электромотором, она обеспечивает надежную работу даже в условиях высокой влажности и рекомендуется для судов длиной до 15 метров.
Osculati 02.404.42 - Italwinch Smart Plus лебедка 1000 Вт 12 В - цепь 8 мм, с барабаном;Oскулати;Бренд не указан;191 090 руб.;OS-02.404.42;Italwinch Smart Plus лебедка 1000 Вт 12 В - цепь 8 мм, с барабаном, представляет собой надежное и удобное устройство для подъема и опускания якоря на судне. Ее корпус из полированной нержавеющей стали AISI 316 обеспечивает высокую прочность и защиту от коррозии в морской среде. Она может использоваться как с цепями, так и с тросами-цепями, и рекомендуется для судов до 15 метров длиной. С встроенным датчиком длины и влагозащищенным электромотором с защитой IP55, она обеспечивает точное управление и надежную работу в различных погодных условиях.
Osculati 02.409.04 - Italwinch Devon лебедка 1500 Вт - 12 В цепь 8 мм;Oскулати;Бренд не указан;275 096 руб.;OS-02.409.04;Лебедка Italwinch Devon 1500 Вт от Osculati, модель 02.409.04, представляет собой мощное и надежное оборудование для подъема грузов на судах и в промышленных условиях. Её алюминиевый корпус обеспечивает лёгкость и прочность, а хромированная бронза барабана и турачки гарантирует высокую износостойкость. С мотором мощностью 1500 Вт и возможностью использования цепей диаметром 8 мм, она способна поднимать до 540 кг при максимальном тяговом усилии и обеспечивать надёжную работу при рабочей нагрузке до 180 кг.
Osculati 02.401.23 - Italwinch Smart лебедка 700 Вт 12 В - 6 мм низкая;Oскулати;Бренд не указан;134 487 руб.;OS-02.401.23;Лебедка Italwinch Smart 02.401.23 - это надежное и эффективное устройство для управления якорными системами на судах. Она изготовлена из полированной нержавеющей стали и может использоваться как с цепями, так и с тросами. Оборудована встроенным датчиком для измерения выбранной длины и влагозащищенным электромотором. Эта модель рекомендована для судов до 10 метров длиной.
Osculati 02.405.03 - ITALWINCH Orchid лебедка 24В-2000Вт с барабаном-12мм;Oскулати;Бренд не указан;391 697 руб.;OS-02.405.03;Лебедка Osculati 02.405.03 - ITALWINCH Orchid - это надежное устройство с мощным двигателем мощностью 2000 Вт и напряжением 24 В, предназначенное для использования на судах длиной до 20 метров. Ее вертикальный шпиль полностью выполнен из нержавеющей стали AISI 316, обеспечивая высокую степень защиты от коррозии и долговечность в суровых морских условиях. Лебедка комплектуется встроенным датчиком выбора длины и может использоваться как с цепями диаметром 12 мм, так и с тросами диаметром 18 мм. Максимальное тяговое усилие составляет 1700 кг, а рабочая нагрузка - 250 кг. Скорость выбирания составляет 12 м/мин, что делает эту лебедку эффективным инструментом для подъема якоря и других грузов на борт судна.
Osculati 02.402.01 - Italwinch Smart V лебедка 500 Вт 12 В - 6 мм ISO низкий;Oскулати;Бренд не указан;168 039 руб.;OS-02.402.01;Эта лебедка Italwinch Smart V 500 Вт 12 В с диаметром 6 мм ISO и низким профилем представляет собой надежное устройство для использования на судах до 8 метров. Ее корпус изготовлен из полированной нержавеющей стали, что обеспечивает прочность и защиту от коррозии. Она оснащена встроенным датчиком измерения длины и влагозащищенным электромотором с уровнем защиты IP67. Среднее потребление составляет 60 А, а максимальное тяговое усилие - 285 кг. Скорость выбирания достигает 23 м/мин.
Osculati 02.404.46 - Italwinch Smart Plus лебедка 1500 Вт 12 В - цепь 10 мм, с барабаном;Oскулати;Osculati;247 028 руб.;OS-02.404.46;Italwinch Smart Plus лебедка 1500 Вт 12 В - цепь 10 мм, с барабаном, представляет собой надежное и эффективное устройство для подъема и опускания якоря на судне. Ее корпус из полированной нержавеющей стали AISI 316 обеспечивает высокую прочность и защиту от коррозии в морской среде. С рекомендованным максимальным тяговым усилием до 480 кг и скоростью выбирания до 23 м/мин, она идеально подходит для судов длиной до 15 метров. Оборудована встроенным датчиком длины и влагозащищенным электромотором, что обеспечивает надежную и удобную работу в различных погодных условиях.
Osculati 02.404.48 - Italwinch Smart Plus лебедка 1500 Вт 24 В - цепь 10 мм, с барабаном;Oскулати;Бренд не указан;250 407 руб.;OS-02.404.48;Italwinch Smart Plus лебедка 1500 Вт 24 В - цепь 10 мм, с барабаном, это надежное и универсальное устройство для подъема и спуска якоря на судне. Ее корпус изготовлен из полированной нержавеющей стали AISI 316, обеспечивая долговечность и защиту от коррозии в морской среде. С возможностью использования как с цепями, так и с тросами-цепями, она является удобным и эффективным инструментом для судов различных типов. Оборудованная встроенным датчиком измерения выбранной длины и влагозащищенным электромотором, она готова к работе в различных погодных условиях, рекомендуется для судов до 15 метров длиной.
Osculati 02.407.02 - Italwinch Giglio ручная лебедка цепь 8 мм;Oскулати;Бренд не указан;133 880 руб.;OS-02.407.02;Ручная лебедка Osculati 02.407.02 - Italwinch Giglio цепь 8 мм - это компактное и надежное оборудование для подъема якоря на морских судах. Его корпус из анодированного алюминия обеспечивает легкость и прочность, а хромированный бронзовый барабан гарантирует надежный захват цепи. С рабочей нагрузкой до 300 кг и диаметром шпильки 10,2 мм, эта лебедка идеально подходит для эффективного и удобного использования на борту вашего судна.
Osculati 02.406.14 - Italwinch Star Plus лебедка 2300 Вт - 24 В цепь 10 мм;Oскулати;Бренд не указан;740 647 руб.;OS-02.406.14;Italwinch Star Plus лебедка 2300 Вт - 24 В цепь 10 мм - это надежное и мощное оборудование для подъема якоря и других грузов на морских судах. Ее хромированный бронзовый корпус и цепной барабан из никелированной бронзы обеспечивают высокую прочность и стойкость к коррозии в суровых морских условиях. Рекомендуется для использования на судах длиной до 26 метров и оснащена встроенным датчиком для измерения выбираемой длины, обеспечивая удобное управление. Мощный мотор с мощностью 2300 Вт обеспечивает максимальное тяговое усилие до 2000 кг при скорости выбирания 12 м/мин.
Osculati 02.405.12 - ITALWINCH Orchid лебедка 24В-1700Вт-без барабана-10мм;Oскулати;Бренд не указан;356 056 руб.;OS-02.405.12;Osculati 02.405.12 - ITALWINCH Orchid - это высокотехнологичная вертикальная лебедка, специально разработанная для использования на морских судах длиной до 20 метров. Изготовленный из нержавеющей стали AISI 316, вертикальный шпиль обеспечивает прочность и надежность даже в суровых морских условиях. Снабженная встроенным датчиком выбора длины, эта лебедка обеспечивает точное и удобное управление при подъеме груза. Мощный мотор с мощностью 1700 Вт обеспечивает максимальное тяговое усилие до 1700 кг, а скорость выбирания составляет 12 метров в минуту. Благодаря своей эффективности и надежности, она станет незаменимым помощником на вашем судне.
Osculati 02.406.15 - Italwinch Star Plus лебедка 2300 Вт - 24 В цепь 12 мм;Oскулати;Бренд не указан;740 647 руб.;OS-02.406.15;Italwinch Star Plus лебедка 2300 Вт - 24 В цепь 12 мм - это надежное и мощное оборудование, предназначенное для использования на морских судах. Ее хромированный бронзовый корпус и цепной барабан из никелированной бронзы обеспечивают высокую прочность и стойкость к коррозии в суровых условиях моря. Рекомендуется для судов длиной до 26 метров и оснащена встроенным датчиком для измерения выбираемой длины, обеспечивая удобное управление. Мощный мотор с мощностью 2300 Вт обеспечивает максимальное тяговое усилие до 2000 кг при скорости выбирания 12 м/мин.
Osculati 02.408.02 - Italwinch Obi лебедка 700 Вт - 12 В без барабана 6 мм цепь;Oскулати;Бренд не указан;138 531 руб.;OS-02.408.02;Лебедка Osculati 02.408.02 - Italwinch Obi 700 Вт - 12 В без барабана 6 мм цепьи - это надежное и эффективное оборудование для подъема якоря на морских судах. Ее корпус из анодированного алюминия и хромированный бронзовый барабан обеспечивают прочность и долговечность. Встроенный датчик для измерения выбираемой длины и устройство натяжения, а также комплектация дистанционным выключателем и рычагом для разблокировки фрикционной муфты делают использование этой лебедки удобным и эффективным в морских условиях.
Osculati 02.407.01 - Italwinch Giglio ручная лебедка цепь 6 мм;Oскулати;Osculati;133 880 руб.;OS-02.407.01;Italwinch Giglio ручная лебедка цепь 6 мм - это компактное и надежное оборудование для подъема якоря на морских судах. Его корпус из анодированного алюминия обеспечивает легкость, а хромированный бронзовый барабан гарантирует надежный захват цепи. С рабочей нагрузкой до 300 кг и диаметром шпильки 10,2 мм, эта лебедка идеально подходит для эффективного и удобного использования на борту вашего судна.
Osculati 02.404.34 - Italwinch Smart Plus лебедка 1000 Вт 24 В - 8 мм низкая;Oскулати;Бренд не указан;183 582 руб.;OS-02.404.34;Лебедка Italwinch Smart Plus 1000 Вт 24 В - 8 мм низкая представляет собой надежное и многофункциональное устройство для подъема и опускания якоря на судне. Ее корпус из полированной нержавеющей стали AISI 316 обеспечивает высокую прочность и защиту от коррозии в морской воде. Она может использоваться как с цепями, так и с тросами, благодаря чему подходит для различных типов судов. Встроенный датчик длины позволяет управлять процессом подъема и спуска якоря с высокой точностью. Электромотор с защитой IP55 обеспечивает надежную работу в различных погодных условиях. Рекомендуется для судов до 15 метров длиной, что делает ее идеальным выбором для владельцев яхт и катеров.
Osculati 02.406.16 - Italwinch Star Plus лебедка 2700 Вт - 24 В цепь 12 мм;Oскулати;Бренд не указан;748 816 руб.;OS-02.406.16;Italwinch Star Plus лебедка 2700 Вт - 24 В цепь 12 мм - это надежное и мощное оборудование, предназначенное для использования на морских судах. Ее хромированный бронзовый корпус и цепной барабан из никелированной бронзы обеспечивают высокую прочность и защиту от коррозии в суровых условиях моря. Рекомендуется для судов длиной до 26 метров, и благодаря высокой мощности мотора 2700 Вт, она способна поднимать грузы до 2200 кг с рабочей нагрузкой до 1050 кг при скорости выбирания 12 м/мин.
Osculati 02.408.05 - Italwinch Obi лебедка 1000 Вт - 12 В с барабаном 8 мм цепь;Oскулати;Бренд не указан;264 598 руб.;OS-02.408.05;Лебедка Osculati 02.408.05 - Italwinch Obi 1000 Вт - 12 В с барабаном 8 мм цепь - это надежное и мощное оборудование, специально разработанное для эффективного подъема якоря на морских судах. Ее прочный корпус из анодированного алюминия и хромированный бронзовый барабан гарантируют долговечность и надежность работы. Встроенный датчик для измерения выбираемой длины цепи и устройство натяжения обеспечивают удобство использования. Эта лебедка идеально подходит для использования в морских условиях благодаря своей мощности и надежности.
Osculati 02.405.11 - ITALWINCH Orchid лебедка 12В-1700Вт-без барабана-10мм;Oскулати;Бренд не указан;356 024 руб.;OS-02.405.11;Osculati 02.405.11 - ITALWINCH Orchid - это высококачественная вертикальная лебедка, идеально подходящая для использования на морских судах длиной до 20 метров. Ее вертикальный шпиль изготовлен полностью из нержавеющей стали AISI 316, обеспечивая долговечность и стойкость к коррозии. Эта лебедка комплектуется встроенным датчиком выбора длины, что делает процесс управления удобным и эффективным. Мощный мотор мощностью 1700 Вт обеспечивает максимальное тяговое усилие до 1650 кг, а скорость выбирания составляет 12 метров в минуту. Благодаря своей надежности и эффективности, эта лебедка является отличным выбором для подъема якоря и других грузов на вашем судне.
Osculati 02.408.03 - Italwinch Obi лебедка 700 Вт - 12 В без барабана 8 мм цепь;Oскулати;Бренд не указан;138 531 руб.;OS-02.408.03;Лебедка Osculati 02.408.03 - Italwinch Obi  700 Вт - 12 В без барабана 8 мм цепь - это надежное и мощное оборудование, предназначенное для подъема якоря на морских судах. Ее корпус из анодированного алюминия и хромированный бронзовый барабан обеспечивают прочность и долговечность. С встроенным датчиком для измерения выбираемой длины и устройством натяжения, а также дистанционным выключателем и рычагом для разблокировки фрикционной муфты, она обеспечивает удобство и эффективность использования. Эта лебедка идеально подходит для морских условий и обеспечивает эффективный подъем якоря на вашем судне.
Osculati 02.412.11 - Italwinch Nestor кабестан 1000 Вт 12 В;Oскулати;Бренд не указан;187 337 руб.;OS-02.412.11;Кабестан Osculati Italwinch Nestor 02.412.11 представляет собой мощное и надежное устройство для подъема якоря на яхтах и катерах. Его корпус из нержавеющей стали AISI 316 и влагозащищенный электромотор с IP55 обеспечивают высокую степень защиты от внешних воздействий. С мотором 12 В и мощностью 1000 Вт, кабестан обладает максимальным тяговым усилием до 420 кг и максимальной скоростью выбирания до 23 м/мин (первый слой). Он идеально подходит для средних и крупных судов, обеспечивая удобство и эффективность при манипуляциях с якорем на воде.
Osculati 02.408.10 - Italwinch Obi лебедка1500 Вт - 24 В с барабаном 8 мм цепь;Oскулати;Бренд не указан;276 406 руб.;OS-02.408.10;Лебедка Italwinch Obi 1500 Вт от Osculati, модель 02.408.10, оснащена мощным 24-вольтовым мотором и предназначена для цепей диаметром 8 мм. Корпус выполнен из анодированного алюминия, а барабан из хромированной бронзы, что обеспечивает высокую прочность и устойчивость к коррозии. Встроенный датчик измерения длины цепи и устройство натяжения делают эксплуатацию удобной и безопасной. В комплект входят дистанционный выключатель и рычаг для разблокировки фрикционной муфты. Лебедка поддерживает цепи стандарта ISO и требует дополнительный барабан для цепей стандарта DIN766, что делает её идеальной для использования на различных судах и в промышленных приложениях.
